MACN,NGAY,DOANHTHU
2,2022-06-19,21000000
2,2022-06-20,28000000
2,2022-06-21,15000000
2,2022-06-22,25000000
2,2022-06-23,25000000
2,2022-06-24,5000000
2,2022-06-25,40000000
2,2022-06-26,35000000
2,2022-06-27,16000000
2,2022-06-28,23000000
2,2022-06-29,37000000
2,2022-06-30,42000000
2,2022-07-01,11000000
2,2022-07-02,32000000
2,2022-07-03,20000000
2,2022-07-04,47000000
2,2022-07-05,19000000
2,2022-07-06,13000000
2,2022-07-07,6000000
2,2022-07-08,28000000
2,2022-07-09,5000000
2,2022-07-10,37000000
2,2022-07-11,15000000
2,2022-07-12,9000000
2,2022-07-13,19000000
2,2022-07-14,42000000
2,2022-07-15,19000000
2,2022-07-16,32000000
2,2022-07-17,6000000
2,2022-07-18,40000000
2,2022-07-19,7000000
2,2022-07-20,29000000
2,2022-07-21,16000000
2,2022-07-22,6000000
2,2022-07-23,11000000
2,2022-07-24,47000000
2,2022-07-25,14000000
2,2022-07-26,45000000
2,2022-07-27,7000000
2,2022-07-28,5000000
2,2022-07-29,31000000
2,2022-07-30,28000000
2,2022-07-31,41000000
2,2022-08-01,47000000
2,2022-08-02,47000000
2,2022-08-03,33000000
2,2022-08-04,17000000
2,2022-08-05,37000000
2,2022-08-06,18000000
2,2022-08-07,16000000
2,2022-08-08,34000000
2,2022-08-09,20000000
2,2022-08-10,40000000
2,2022-08-11,48000000
2,2022-08-12,14000000
2,2022-08-13,19000000
2,2022-08-14,27000000
2,2022-08-15,43000000
2,2022-08-16,32000000
2,2022-08-17,5000000
2,2022-08-18,11000000
2,2022-08-19,22000000
2,2022-08-20,27000000
2,2022-08-21,31000000
2,2022-08-22,26000000
2,2022-08-23,5000000
2,2022-08-24,50000000
2,2022-08-25,13000000
2,2022-08-26,38000000
2,2022-08-27,22000000
2,2022-08-28,38000000
2,2022-08-29,17000000
2,2022-08-30,12000000
2,2022-08-31,12000000
2,2022-09-01,38000000
2,2022-09-02,18000000
2,2022-09-03,33000000
2,2022-09-04,20000000
2,2022-09-05,21000000
2,2022-09-06,42000000
2,2022-09-07,18000000
2,2022-09-08,45000000
2,2022-09-09,24000000
2,2022-09-10,34000000
2,2022-09-11,48000000
2,2022-09-12,48000000
2,2022-09-13,17000000
2,2022-09-14,41000000
2,2022-09-15,26000000
2,2022-09-16,28000000
2,2022-09-17,10000000
2,2022-09-18,30000000
2,2022-09-19,5000000
2,2022-09-20,37000000
2,2022-09-21,9000000
2,2022-09-22,6000000
2,2022-09-23,17000000
2,2022-09-24,27000000
2,2022-09-25,32000000
2,2022-09-26,34000000
2,2022-09-27,40000000
2,2022-09-28,5000000
2,2022-09-29,31000000
2,2022-09-30,47000000
2,2022-10-01,10000000
2,2022-10-02,32000000
2,2022-10-03,42000000
2,2022-10-04,9000000
2,2022-10-05,14000000
2,2022-10-06,35000000
2,2022-10-07,47000000
2,2022-10-08,35000000
2,2022-10-09,19000000
2,2022-10-10,9000000
2,2022-10-11,20000000
2,2022-10-12,12000000
2,2022-10-13,8000000
2,2022-10-14,36000000
2,2022-10-15,44000000
2,2022-10-16,47000000
2,2022-10-17,45000000
2,2022-10-18,43000000
2,2022-10-19,50000000
2,2022-10-20,37000000
2,2022-10-21,28000000
2,2022-10-22,24000000
2,2022-10-23,12000000
2,2022-10-24,45000000
2,2022-10-25,49000000
2,2022-10-26,32000000
2,2022-10-27,30000000
2,2022-10-28,38000000
2,2022-10-29,16000000
2,2022-10-30,47000000
2,2022-10-31,36000000
2,2022-11-01,7000000
2,2022-11-02,24000000
2,2022-11-03,35000000
2,2022-11-04,16000000
2,2022-11-05,41000000
2,2022-11-06,20000000
2,2022-11-07,18000000
2,2022-11-08,10000000
2,2022-11-09,16000000
2,2022-11-10,29000000
2,2022-11-11,47000000
2,2022-11-12,31000000
2,2022-11-13,50000000
2,2022-11-14,31000000
2,2022-11-15,13000000
2,2022-11-16,34000000
2,2022-11-17,8000000
2,2022-11-18,49000000
2,2022-11-19,33000000
2,2022-11-20,26000000
2,2022-11-21,27000000
2,2022-11-22,35000000
2,2022-11-23,22000000
2,2022-11-24,40000000
2,2022-11-25,24000000
2,2022-11-26,14000000
2,2022-11-27,10000000
2,2022-11-28,35000000
2,2022-11-29,49000000
2,2022-11-30,38000000
2,2022-12-01,41000000
2,2022-12-02,17000000
2,2022-12-03,36000000
2,2022-12-04,32000000
2,2022-12-05,44000000
2,2022-12-06,10000000
2,2022-12-07,48000000
2,2022-12-08,43000000
2,2022-12-09,13000000
2,2022-12-10,19000000
2,2022-12-11,42000000
2,2022-12-12,42000000
2,2022-12-13,29000000
2,2022-12-14,28000000
2,2022-12-15,5000000
2,2022-12-16,18000000
2,2022-12-17,34000000
2,2022-12-18,45000000
2,2022-12-19,50000000
2,2022-12-20,36000000
2,2022-12-21,43000000
2,2022-12-22,18000000
2,2022-12-23,20000000
2,2022-12-24,20000000
2,2022-12-25,24000000
2,2022-12-26,34000000
2,2022-12-27,20000000
2,2022-12-28,9000000
2,2022-12-29,9000000
2,2022-12-30,23000000
2,2022-12-31,14000000
2,2023-01-01,45000000
2,2023-01-02,44000000
2,2023-01-03,15000000
2,2023-01-04,20000000
2,2023-01-05,37000000
2,2023-01-06,22000000
2,2023-01-07,38000000
2,2023-01-08,30000000
2,2023-01-09,43000000
2,2023-01-10,32000000
2,2023-01-11,7000000
2,2023-01-12,46000000
2,2023-01-13,35000000
2,2023-01-14,8000000
2,2023-01-15,32000000
2,2023-01-16,22000000
2,2023-01-17,14000000
2,2023-01-18,18000000
2,2023-01-19,25000000
2,2023-01-20,34000000
2,2023-01-21,43000000
2,2023-01-22,6000000
2,2023-01-23,49000000
2,2023-01-24,46000000
2,2023-01-25,31000000
2,2023-01-26,11000000
2,2023-01-27,27000000
2,2023-01-28,28000000
2,2023-01-29,43000000
2,2023-01-30,32000000
2,2023-01-31,10000000
2,2023-02-01,15000000
2,2023-02-02,35000000
2,2023-02-03,34000000
2,2023-02-04,48000000
2,2023-02-05,28000000
2,2023-02-06,39000000
2,2023-02-07,37000000
2,2023-02-08,43000000
2,2023-02-09,38000000
2,2023-02-10,37000000
2,2023-02-11,29000000
2,2023-02-12,26000000
2,2023-02-13,44000000
2,2023-02-14,6000000
2,2023-02-15,23000000
2,2023-02-16,44000000
2,2023-02-17,24000000
2,2023-02-18,42000000
2,2023-02-19,39000000
2,2023-02-20,14000000
2,2023-02-21,43000000
2,2023-02-22,6000000
2,2023-02-23,35000000
2,2023-02-24,38000000
2,2023-02-25,48000000
2,2023-02-26,40000000
2,2023-02-27,28000000
2,2023-02-28,23000000
2,2023-03-01,13000000
2,2023-03-02,39000000
2,2023-03-03,46000000
2,2023-03-04,43000000
2,2023-03-05,15000000
2,2023-03-06,36000000
2,2023-03-07,46000000
2,2023-03-08,40000000
2,2023-03-09,7000000
2,2023-03-10,18000000
2,2023-03-11,44000000
2,2023-03-12,30000000
2,2023-03-13,18000000
2,2023-03-14,48000000
2,2023-03-15,28000000
2,2023-03-16,21000000
2,2023-03-17,47000000
2,2023-03-18,18000000
2,2023-03-19,28000000
2,2023-03-20,18000000
2,2023-03-21,38000000
2,2023-03-22,35000000
2,2023-03-23,11000000
2,2023-03-24,50000000
2,2023-03-25,15000000
2,2023-03-26,43000000
2,2023-03-27,18000000
2,2023-03-28,16000000
2,2023-03-29,12000000
2,2023-03-30,32000000
2,2023-03-31,9000000
2,2023-04-01,22000000
2,2023-04-02,26000000
2,2023-04-03,26000000
2,2023-04-04,49000000
2,2023-04-05,6000000
2,2023-04-06,28000000
2,2023-04-07,16000000
2,2023-04-08,32000000
2,2023-04-09,22000000
2,2023-04-10,32000000
2,2023-04-11,30000000
2,2023-04-12,47000000
2,2023-04-13,32000000
2,2023-04-14,10000000
2,2023-04-15,11000000
2,2023-04-16,30000000
2,2023-04-17,17000000
2,2023-04-18,43000000
2,2023-04-19,19000000
2,2023-04-20,37000000
2,2023-04-21,36000000
2,2023-04-22,35000000
2,2023-04-23,32000000
2,2023-04-24,32000000
2,2023-04-25,46000000
2,2023-04-26,46000000
2,2023-04-27,24000000
2,2023-04-28,23000000
2,2023-04-29,35000000
2,2023-04-30,32000000
2,2023-05-01,26000000
2,2023-05-02,38000000
2,2023-05-03,45000000
2,2023-05-04,37000000
2,2023-05-05,17000000
2,2023-05-06,32000000
2,2023-05-07,10000000
2,2023-05-08,45000000
2,2023-05-09,38000000
2,2023-05-10,47000000
2,2023-05-11,39000000
2,2023-05-12,11000000
2,2023-05-13,27000000
2,2023-05-14,28000000
2,2023-05-15,29000000
2,2023-05-16,16000000
2,2023-05-17,17000000
2,2023-05-18,36000000
2,2023-05-19,35000000
2,2023-05-20,41000000
2,2023-05-21,25000000
2,2023-05-22,24000000
2,2023-05-23,37000000
2,2023-05-24,11000000
2,2023-05-25,38000000
2,2023-05-26,23000000
2,2023-05-27,38000000
2,2023-05-28,13000000
2,2023-05-29,38000000
2,2023-05-30,16000000
2,2023-05-31,44000000
2,2023-06-01,14000000
2,2023-06-02,5000000
2,2023-06-03,33000000
2,2023-06-04,47000000
2,2023-06-05,9000000
2,2023-06-06,45000000
2,2023-06-07,34000000
2,2023-06-08,14000000
2,2023-06-09,12000000
2,2023-06-10,44000000
2,2023-06-11,28000000
2,2023-06-12,7000000
2,2023-06-13,31000000
2,2023-06-14,34000000
2,2023-06-15,10000000
2,2023-06-16,30000000
2,2023-06-17,47000000
2,2023-06-18,19000000
2,2023-06-19,49000000
2,2023-06-20,27000000
2,2023-06-21,27000000
2,2023-06-22,7000000
2,2023-06-23,16000000
2,2023-06-24,49000000
2,2023-06-25,9000000
2,2023-06-26,16000000
2,2023-06-27,22000000
2,2023-06-28,42000000
2,2023-06-29,18000000
2,2023-06-30,20000000
2,2023-07-01,36000000
2,2023-07-02,40000000
2,2023-07-03,35000000
2,2023-07-04,36000000
2,2023-07-05,19000000
2,2023-07-06,9000000
2,2023-07-07,15000000
2,2023-07-08,39000000
2,2023-07-09,28000000
2,2023-07-10,29000000
2,2023-07-11,25000000
2,2023-07-12,31000000
2,2023-07-13,21000000
2,2023-07-14,36000000
2,2023-07-15,12000000
2,2023-07-16,25000000
2,2023-07-17,25000000
2,2023-07-18,20000000
2,2023-07-19,27000000
2,2023-07-20,35000000
2,2023-07-21,28000000
2,2023-07-22,9000000
2,2023-07-23,47000000
2,2023-07-24,10000000
2,2023-07-25,21000000
2,2023-07-26,35000000
2,2023-07-27,38000000
2,2023-07-28,6000000
2,2023-07-29,37000000
2,2023-07-30,48000000
2,2023-07-31,18000000
2,2023-08-01,23000000
2,2023-08-02,38000000
2,2023-08-03,27000000
2,2023-08-04,41000000
2,2023-08-05,26000000
2,2023-08-06,38000000
2,2023-08-07,15000000
2,2023-08-08,23000000
2,2023-08-09,22000000
2,2023-08-10,26000000
2,2023-08-11,15000000
2,2023-08-12,49000000
2,2023-08-13,5000000
2,2023-08-14,42000000
2,2023-08-15,32000000
2,2023-08-16,28000000
2,2023-08-17,5000000
2,2023-08-18,44000000
2,2023-08-19,34000000
2,2023-08-20,43000000
2,2023-08-21,22000000
2,2023-08-22,17000000
2,2023-08-23,45000000
2,2023-08-24,40000000
2,2023-08-25,29000000
2,2023-08-26,27000000
2,2023-08-27,28000000
2,2023-08-28,44000000
2,2023-08-29,36000000
2,2023-08-30,31000000
2,2023-08-31,31000000
2,2023-09-01,10000000
2,2023-09-02,26000000
2,2023-09-03,23000000
2,2023-09-04,11000000
2,2023-09-05,24000000
2,2023-09-06,43000000
2,2023-09-07,10000000
2,2023-09-08,46000000
2,2023-09-09,6000000
2,2023-09-10,35000000
2,2023-09-11,24000000
2,2023-09-12,28000000
2,2023-09-13,25000000
2,2023-09-14,37000000
2,2023-09-15,14000000
2,2023-09-16,25000000
2,2023-09-17,21000000
2,2023-09-18,46000000
2,2023-09-19,38000000
2,2023-09-20,33000000
2,2023-09-21,13000000
2,2023-09-22,5000000
2,2023-09-23,25000000
2,2023-09-24,39000000
2,2023-09-25,19000000
2,2023-09-26,15000000
2,2023-09-27,30000000
2,2023-09-28,8000000
2,2023-09-29,6000000
2,2023-09-30,27000000
2,2023-10-01,26000000
2,2023-10-02,48000000
2,2023-10-03,18000000
2,2023-10-04,12000000
2,2023-10-05,9000000
2,2023-10-06,21000000
2,2023-10-07,33000000
2,2023-10-08,49000000
2,2023-10-09,40000000
2,2023-10-10,44000000
2,2023-10-11,41000000
2,2023-10-12,46000000
2,2023-10-13,19000000
2,2023-10-14,43000000
2,2023-10-15,46000000
2,2023-10-16,6000000
2,2023-10-17,5000000
2,2023-10-18,29000000
2,2023-10-19,38000000
2,2023-10-20,37000000
2,2023-10-21,44000000
2,2023-10-22,29000000
2,2023-10-23,21000000
2,2023-10-24,43000000
2,2023-10-25,28000000
2,2023-10-26,6000000
2,2023-10-27,22000000
2,2023-10-28,19000000
2,2023-10-29,41000000
2,2023-10-30,28000000
2,2023-10-31,15000000
2,2023-11-01,5000000
2,2023-11-02,18000000
2,2023-11-03,8000000
2,2023-11-04,30000000
2,2023-11-05,46000000
2,2023-11-06,17000000
2,2023-11-07,20000000
2,2023-11-08,22000000
2,2023-11-09,5000000
2,2023-11-10,42000000
2,2023-11-11,48000000
2,2023-11-12,49000000
2,2023-11-13,50000000
2,2023-11-14,33000000
2,2023-11-15,20000000
2,2023-11-16,30000000
2,2023-11-17,36000000
2,2023-11-18,5000000
2,2023-11-19,38000000
2,2023-11-20,26000000
2,2023-11-21,12000000
2,2023-11-22,43000000
2,2023-11-23,46000000
2,2023-11-24,15000000
2,2023-11-25,8000000
2,2023-11-26,5000000
2,2023-11-27,11000000
2,2023-11-28,48000000
2,2023-11-29,8000000
2,2023-11-30,37000000
2,2023-12-01,17000000
2,2023-12-02,17000000
2,2023-12-03,10000000
2,2023-12-04,27000000
2,2023-12-05,34000000
2,2023-12-06,5000000
2,2023-12-07,39000000
2,2023-12-08,47000000
2,2023-12-09,35000000
2,2023-12-10,23000000
2,2023-12-11,42000000
2,2023-12-12,37000000
2,2023-12-13,18000000
2,2023-12-14,24000000
2,2023-12-15,42000000
2,2023-12-16,14000000
2,2023-12-17,39000000
2,2023-12-18,42000000
2,2023-12-19,21000000
2,2023-12-20,29000000
2,2023-12-21,46000000
2,2023-12-22,23000000
2,2023-12-23,24000000
2,2023-12-24,38000000
2,2023-12-25,40000000
2,2023-12-26,33000000
2,2023-12-27,41000000
2,2023-12-28,14000000
2,2023-12-29,29000000
2,2023-12-30,39000000
3,2019-01-01,34000000
3,2019-01-02,34000000
3,2019-01-03,15000000
3,2019-01-04,40000000
3,2019-01-05,29000000
3,2019-01-06,6000000
3,2019-01-07,11000000
3,2019-01-08,19000000
3,2019-01-09,30000000
3,2019-01-10,30000000
3,2019-01-11,46000000
3,2019-01-12,42000000
3,2019-01-13,43000000
3,2019-01-14,43000000
3,2019-01-15,49000000
3,2019-01-16,12000000
3,2019-01-17,15000000
3,2019-01-18,16000000
3,2019-01-19,45000000
3,2019-01-20,39000000
3,2019-01-21,38000000
3,2019-01-22,20000000
3,2019-01-23,41000000
3,2019-01-24,27000000
3,2019-01-25,46000000
3,2019-01-26,42000000
3,2019-01-27,36000000
3,2019-01-28,27000000
3,2019-01-29,47000000
3,2019-01-30,19000000
3,2019-01-31,10000000
3,2019-02-01,13000000
3,2019-02-02,36000000
3,2019-02-03,10000000
3,2019-02-04,19000000
3,2019-02-05,13000000
3,2019-02-06,8000000
3,2019-02-07,22000000
3,2019-02-08,50000000
3,2019-02-09,42000000
3,2019-02-10,22000000
3,2019-02-11,50000000
3,2019-02-12,30000000
3,2019-02-13,40000000
3,2019-02-14,31000000
3,2019-02-15,16000000
3,2019-02-16,28000000
3,2019-02-17,48000000
3,2019-02-18,44000000
3,2019-02-19,26000000
3,2019-02-20,20000000
3,2019-02-21,14000000
3,2019-02-22,32000000
3,2019-02-23,10000000
3,2019-02-24,25000000
3,2019-02-25,26000000
3,2019-02-26,40000000
3,2019-02-27,44000000
3,2019-02-28,7000000
3,2019-03-01,8000000
3,2019-03-02,24000000
3,2019-03-03,5000000
3,2019-03-04,24000000
3,2019-03-05,50000000
3,2019-03-06,35000000
3,2019-03-07,7000000
3,2019-03-08,32000000
3,2019-03-09,36000000
3,2019-03-10,20000000
3,2019-03-11,14000000
3,2019-03-12,20000000
3,2019-03-13,43000000
3,2019-03-14,8000000
3,2019-03-15,37000000
3,2019-03-16,44000000
3,2019-03-17,23000000
3,2019-03-18,15000000
3,2019-03-19,23000000
3,2019-03-20,39000000
3,2019-03-21,13000000
3,2019-03-22,22000000
3,2019-03-23,45000000
3,2019-03-24,16000000
3,2019-03-25,12000000
3,2019-03-26,24000000
3,2019-03-27,9000000
3,2019-03-28,28000000
3,2019-03-29,33000000
3,2019-03-30,23000000
3,2019-03-31,43000000
3,2019-04-01,13000000
3,2019-04-02,48000000
3,2019-04-03,19000000
3,2019-04-04,7000000
3,2019-04-05,47000000
3,2019-04-06,39000000
3,2019-04-07,41000000
3,2019-04-08,14000000
3,2019-04-09,30000000
3,2019-04-10,19000000
3,2019-04-11,41000000
3,2019-04-12,27000000
3,2019-04-13,18000000
3,2019-04-14,46000000
3,2019-04-15,25000000
3,2019-04-16,11000000
3,2019-04-17,19000000
3,2019-04-18,13000000
3,2019-04-19,40000000
3,2019-04-20,31000000
3,2019-04-21,43000000
3,2019-04-22,40000000
3,2019-04-23,41000000
3,2019-04-24,45000000
3,2019-04-25,10000000
3,2019-04-26,44000000
3,2019-04-27,46000000
3,2019-04-28,46000000
3,2019-04-29,29000000
3,2019-04-30,17000000
3,2019-05-01,37000000
3,2019-05-02,28000000
3,2019-05-03,31000000
3,2019-05-04,25000000
3,2019-05-05,27000000
3,2019-05-06,49000000
3,2019-05-07,10000000
3,2019-05-08,50000000
3,2019-05-09,48000000
3,2019-05-10,20000000
3,2019-05-11,22000000
3,2019-05-12,14000000
3,2019-05-13,47000000
3,2019-05-14,28000000
3,2019-05-15,36000000
3,2019-05-16,12000000
3,2019-05-17,11000000
3,2019-05-18,24000000
3,2019-05-19,9000000
3,2019-05-20,38000000
3,2019-05-21,45000000
3,2019-05-22,16000000
3,2019-05-23,6000000
3,2019-05-24,31000000
3,2019-05-25,36000000
3,2019-05-26,19000000
3,2019-05-27,39000000
3,2019-05-28,6000000
3,2019-05-29,46000000
3,2019-05-30,48000000
3,2019-05-31,50000000
3,2019-06-01,9000000
3,2019-06-02,25000000
3,2019-06-03,35000000
3,2019-06-04,18000000
3,2019-06-05,31000000
3,2019-06-06,34000000
3,2019-06-07,23000000
3,2019-06-08,22000000
3,2019-06-09,39000000
3,2019-06-10,14000000
3,2019-06-11,16000000
3,2019-06-12,28000000
3,2019-06-13,33000000
3,2019-06-14,33000000
3,2019-06-15,6000000
3,2019-06-16,11000000
3,2019-06-17,41000000
3,2019-06-18,22000000
3,2019-06-19,24000000
3,2019-06-20,26000000
3,2019-06-21,45000000
3,2019-06-22,50000000
3,2019-06-23,36000000
3,2019-06-24,28000000
3,2019-06-25,32000000
3,2019-06-26,41000000
3,2019-06-27,17000000
3,2019-06-28,38000000
3,2019-06-29,48000000
3,2019-06-30,6000000
3,2019-07-01,11000000
3,2019-07-02,43000000
3,2019-07-03,34000000
3,2019-07-04,11000000
3,2019-07-05,16000000
3,2019-07-06,49000000
3,2019-07-07,10000000
3,2019-07-08,9000000
3,2019-07-09,10000000
3,2019-07-10,49000000
3,2019-07-11,31000000
3,2019-07-12,40000000
3,2019-07-13,26000000
3,2019-07-14,47000000
3,2019-07-15,34000000
3,2019-07-16,13000000
3,2019-07-17,31000000
3,2019-07-18,50000000
3,2019-07-19,21000000
3,2019-07-20,32000000
3,2019-07-21,43000000
3,2019-07-22,25000000
3,2019-07-23,9000000
3,2019-07-24,10000000
3,2019-07-25,11000000
3,2019-07-26,32000000
3,2019-07-27,34000000
3,2019-07-28,5000000
3,2019-07-29,25000000
3,2019-07-30,18000000
3,2019-07-31,31000000
3,2019-08-01,23000000
3,2019-08-02,47000000
3,2019-08-03,30000000
3,2019-08-04,33000000
3,2019-08-05,33000000
3,2019-08-06,31000000
3,2019-08-07,40000000
3,2019-08-08,37000000
3,2019-08-09,35000000
3,2019-08-10,19000000
3,2019-08-11,8000000
3,2019-08-12,48000000
3,2019-08-13,21000000
3,2019-08-14,50000000
3,2019-08-15,29000000
3,2019-08-16,5000000
3,2019-08-17,31000000
3,2019-08-18,38000000
3,2019-08-19,50000000
3,2019-08-20,10000000
3,2019-08-21,30000000
3,2019-08-22,16000000
3,2019-08-23,48000000
3,2019-08-24,27000000
3,2019-08-25,28000000
3,2019-08-26,34000000
3,2019-08-27,23000000
3,2019-08-28,45000000
3,2019-08-29,50000000
3,2019-08-30,41000000
3,2019-08-31,8000000
3,2019-09-01,16000000
3,2019-09-02,5000000
3,2019-09-03,39000000
3,2019-09-04,38000000
3,2019-09-05,42000000
3,2019-09-06,23000000
3,2019-09-07,35000000
3,2019-09-08,30000000
3,2019-09-09,39000000
3,2019-09-10,17000000
3,2019-09-11,14000000
3,2019-09-12,42000000
3,2019-09-13,10000000
3,2019-09-14,5000000
3,2019-09-15,29000000
3,2019-09-16,31000000
3,2019-09-17,25000000
3,2019-09-18,35000000
3,2019-09-19,31000000
3,2019-09-20,26000000
3,2019-09-21,13000000
3,2019-09-22,25000000
3,2019-09-23,10000000
3,2019-09-24,39000000
3,2019-09-25,31000000
3,2019-09-26,7000000
3,2019-09-27,31000000
3,2019-09-28,32000000
3,2019-09-29,34000000
3,2019-09-30,31000000
3,2019-10-01,14000000
3,2019-10-02,50000000
3,2019-10-03,12000000
3,2019-10-04,36000000
3,2019-10-05,50000000
3,2019-10-06,28000000
3,2019-10-07,36000000
3,2019-10-08,19000000
3,2019-10-09,9000000
3,2019-10-10,22000000
3,2019-10-11,13000000
3,2019-10-12,47000000
3,2019-10-13,8000000
3,2019-10-14,33000000
3,2019-10-15,37000000
3,2019-10-16,42000000
3,2019-10-17,47000000
3,2019-10-18,24000000
3,2019-10-19,48000000
3,2019-10-20,46000000
3,2019-10-21,32000000
3,2019-10-22,26000000
3,2019-10-23,25000000
3,2019-10-24,28000000
3,2019-10-25,28000000
3,2019-10-26,37000000
3,2019-10-27,17000000
3,2019-10-28,14000000
3,2019-10-29,20000000
3,2019-10-30,23000000
3,2019-10-31,16000000
3,2019-11-01,40000000
3,2019-11-02,35000000
3,2019-11-03,28000000
3,2019-11-04,7000000
3,2019-11-05,25000000
3,2019-11-06,21000000
3,2019-11-07,34000000
3,2019-11-08,48000000
3,2019-11-09,36000000
3,2019-11-10,44000000
3,2019-11-11,49000000
3,2019-11-12,33000000
3,2019-11-13,18000000
3,2019-11-14,8000000
3,2019-11-15,7000000
3,2019-11-16,24000000
3,2019-11-17,26000000
3,2019-11-18,17000000
3,2019-11-19,20000000
3,2019-11-20,20000000
3,2019-11-21,50000000
3,2019-11-22,40000000
3,2019-11-23,5000000
3,2019-11-24,21000000
3,2019-11-25,45000000
3,2019-11-26,38000000
3,2019-11-27,11000000
3,2019-11-28,28000000
3,2019-11-29,44000000
3,2019-11-30,5000000
3,2019-12-01,14000000
3,2019-12-02,22000000
3,2019-12-03,46000000
3,2019-12-04,45000000
3,2019-12-05,46000000
3,2019-12-06,14000000
3,2019-12-07,33000000
3,2019-12-08,21000000
3,2019-12-09,8000000
3,2019-12-10,45000000
3,2019-12-11,17000000
3,2019-12-12,42000000
3,2019-12-13,26000000
3,2019-12-14,25000000
3,2019-12-15,33000000
3,2019-12-16,48000000
3,2019-12-17,26000000
3,2019-12-18,8000000
3,2019-12-19,32000000
3,2019-12-20,29000000
3,2019-12-21,8000000
3,2019-12-22,47000000
3,2019-12-23,25000000
3,2019-12-24,12000000
3,2019-12-25,29000000
3,2019-12-26,10000000
3,2019-12-27,50000000
3,2019-12-28,11000000
3,2019-12-29,15000000
3,2019-12-30,11000000
3,2019-12-31,28000000
3,2020-01-01,50000000
3,2020-01-02,41000000
3,2020-01-03,35000000
3,2020-01-04,39000000
3,2020-01-05,25000000
3,2020-01-06,9000000
3,2020-01-07,8000000
3,2020-01-08,36000000
3,2020-01-09,44000000
3,2020-01-10,7000000
3,2020-01-11,41000000
3,2020-01-12,40000000
3,2020-01-13,43000000
3,2020-01-14,46000000
3,2020-01-15,19000000
3,2020-01-16,26000000
3,2020-01-17,44000000
3,2020-01-18,8000000
3,2020-01-19,14000000
3,2020-01-20,10000000
3,2020-01-21,10000000
3,2020-01-22,38000000
3,2020-01-23,5000000
3,2020-01-24,32000000
3,2020-01-25,5000000
3,2020-01-26,35000000
3,2020-01-27,50000000
3,2020-01-28,46000000
3,2020-01-29,21000000
3,2020-01-30,46000000
3,2020-01-31,43000000
3,2020-02-01,48000000
3,2020-02-02,35000000
3,2020-02-03,8000000
3,2020-02-04,15000000
3,2020-02-05,10000000
3,2020-02-06,36000000
3,2020-02-07,24000000
3,2020-02-08,39000000
3,2020-02-09,10000000
3,2020-02-10,39000000
3,2020-02-11,32000000
3,2020-02-12,6000000
3,2020-02-13,46000000
3,2020-02-14,46000000
3,2020-02-15,7000000
3,2020-02-16,6000000
3,2020-02-17,18000000
3,2020-02-18,36000000
3,2020-02-19,39000000
3,2020-02-20,24000000
3,2020-02-21,30000000
3,2020-02-22,19000000
3,2020-02-23,31000000
3,2020-02-24,45000000
3,2020-02-25,18000000
3,2020-02-26,26000000
3,2020-02-27,49000000
3,2020-02-28,20000000
3,2020-02-29,46000000
3,2020-03-01,9000000
3,2020-03-02,43000000
3,2020-03-03,16000000
3,2020-03-04,23000000
3,2020-03-05,33000000
3,2020-03-06,28000000
3,2020-03-07,44000000
3,2020-03-08,47000000
3,2020-03-09,34000000
3,2020-03-10,27000000
3,2020-03-11,21000000
3,2020-03-12,12000000
3,2020-03-13,13000000
3,2020-03-14,27000000
3,2020-03-15,33000000
3,2020-03-16,33000000
3,2020-03-17,41000000
3,2020-03-18,45000000
3,2020-03-19,9000000
3,2020-03-20,44000000
3,2020-03-21,5000000
3,2020-03-22,41000000
3,2020-03-23,28000000
3,2020-03-24,22000000
3,2020-03-25,22000000
3,2020-03-26,30000000
3,2020-03-27,49000000
3,2020-03-28,7000000
3,2020-03-29,42000000
3,2020-03-30,11000000
3,2020-03-31,13000000
3,2020-04-01,28000000
3,2020-04-02,26000000
3,2020-04-03,16000000
3,2020-04-04,17000000
3,2020-04-05,36000000
3,2020-04-06,27000000
3,2020-04-07,25000000
3,2020-04-08,15000000
3,2020-04-09,19000000
3,2020-04-10,18000000
3,2020-04-11,28000000
3,2020-04-12,14000000
3,2020-04-13,39000000
3,2020-04-14,24000000
3,2020-04-15,20000000
3,2020-04-16,46000000
3,2020-04-17,47000000
3,2020-04-18,7000000
3,2020-04-19,38000000
3,2020-04-20,50000000
3,2020-04-21,42000000
3,2020-04-22,9000000
3,2020-04-23,39000000
3,2020-04-24,5000000
3,2020-04-25,41000000
3,2020-04-26,26000000
3,2020-04-27,9000000
3,2020-04-28,37000000
3,2020-04-29,19000000
3,2020-04-30,38000000
3,2020-05-01,46000000
3,2020-05-02,37000000
3,2020-05-03,41000000
3,2020-05-04,18000000
3,2020-05-05,31000000
3,2020-05-06,33000000
3,2020-05-07,47000000
3,2020-05-08,29000000
3,2020-05-09,24000000
3,2020-05-10,16000000
3,2020-05-11,37000000
3,2020-05-12,26000000
3,2020-05-13,34000000
3,2020-05-14,22000000
3,2020-05-15,25000000
3,2020-05-16,37000000
3,2020-05-17,22000000
3,2020-05-18,19000000
3,2020-05-19,15000000
3,2020-05-20,19000000
3,2020-05-21,30000000
3,2020-05-22,8000000
3,2020-05-23,34000000
3,2020-05-24,41000000
3,2020-05-25,34000000
3,2020-05-26,31000000
3,2020-05-27,10000000
3,2020-05-28,16000000
3,2020-05-29,11000000
